text,label,id_reply
Aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,0,201010101021010
Aint shit pretty but my bitch and my momma anyone can get the drama,1,201010101021010
Aint that a bitch,1,201010101021010
Aint this a bitch,1,201010101021010
Aint this a bitchgt Clock mistake in AlabamaArkansas  via Champ Drive,1,201010101021010
Aint jus bitches i wan fck day,1,201010101021010
Aint This A Bitch I just saw my bitch kiss a bitch  You lucky I dont kill yo ass but you can still get pistol whipped  wayne,1,201010101021010
Aint no bitches here Well like,1,201010101021010
Aint no hoe in blood,1,201010101021010
Aint no hoe worth loosing your wife aint no beef worth loosing your life,1,201010101021010
Aint no pussy better then perk pussy,1,201010101021010
Aint nobody wearing those new Westbrook Jordans but Mexicans amp trailer park trash white girls,0,201010101021010
Aint this a bitch The power out from this shit,1,201010101021010
Al noooo  Too late fuckin faggot  Lmao,0,201010101021010
Alabama won tho So roll tide bitch,1,201010101021010
Alarm set early bird n all that Night all xx,2,201010101021010
Alcoholdrunk hoe  i miss,1,201010101021010
Alex Smith saw his career leave with that fumble and reeled that bitch back in with everything he had,1,201010101021010
Alex Smith such a got damn bitch man,1,201010101021010
Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him Hes in the past,2,201010101021010
Alexas phone gave us colors and Julia got yellow Im dying,2,201010101021010
Alfredo Linguini Pasta Just fancily prepared trash,2,201010101021010
Alibaba  Jack Ma Gotta love a guy who beat Meg Whitmans albino ass back to the US Freakin commie genius,1,201010101021010
Alice took advantage of me last night that bitch wont tonight,1,201010101021010
All DESE yung niggaz pussy,1,201010101021010
All I ask for is love n loyalty  nothing else No arguing over other bitchesniggas  no he say she say  no social media bs Just love,1,201010101021010
All I did was said her weed was trash,2,201010101021010
All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress,2,201010101021010
All I got for these hoes is dick duct tape and a stapler,1,201010101021010
All I need is a million dollars Bc I got that bad bitch,1,201010101021010
All I need is one I dont want the hoes ,1,201010101021010
All I want for my birthday is a big booty hoe ,1,201010101021010
All I want for my birthday is a big booty hoe,1,201010101021010
All I want is a million dollars and a bad bitch,1,201010101021010
All I want is a million dollars and no bad bitch Im selfish lol,1,201010101021010
All I want is bitches big booty bitches,1,201010101021010
All I want is cheesy bread and brownies ,2,201010101021010
All I wanted to do was get some hoes too,1,201010101021010
All I wanted was million dollars and a bad bitch But now I want and a mnage in my palace,1,201010101021010
All I wants is to represent da life o da colored man,2,201010101021010
All Ive asked is for one thing amp one thing only  But I get more then what most bitches could ever have But still,1,201010101021010
All Okies are trash,2,201010101021010
All These hoes sooo average ,1,201010101021010
All a nicca need is time ,1,201010101021010
All a nicca want is some Coney Island and Lous Deli tho,1,201010101021010
All bitches do is graduate get pregnant n become CNAs ,1,201010101021010
All bitches need a bus driver uppercut a Chris brown bitch slap followed by some dancing nd Chad Johnson hea,1,201010101021010
All d messy hoes sleep,1,201010101021010
All da lil bald headed bitches standn outside of kevin gates tryna get in ,0,201010101021010
All da white folk off twitter yet Da colored tweet at night while yall sleep cuz you gotta woyke tomorrow,2,201010101021010
All deses bitches know that youre my nigga,1,201010101021010
All deses bitches turnt up Im fenna turn em down,1,201010101021010
All good things must come to an end thats all right get em tomorrow,2,201010101021010
All hoe money is gooooooooooood,1,201010101021010
All i kno is make them hoes cone joints,1,201010101021010
All it take is for one bitch to open her mouth and niggas start fuckin up,1,201010101021010
All my bitches love me all my all my bitches love me all my bitches love me You aint fuckin with my dougie ,1,201010101021010
All my gold is white not yellow,2,201010101021010
All my hoes got money she in the mall she ballin bitch buy something for me,1,201010101021010
All my hoes they so rude,1,201010101021010
All my life i been this cold all my nights been With hoes,1,201010101021010
All my niggaz better have at least ugly bitches number in their phone this summer,1,201010101021010
All my old hoes gone love my video,1,201010101021010
All my old hoes wana have my baby,1,201010101021010
All my so whitey bois gone ride,2,201010101021010
All my white school teachers back in elementary knew not to give me no pussy Im telling all of my niggas,1,201010101021010
All my young boys round me sayin get money and fuck these hoes,1,201010101021010
All my young boys round me saying get money and fuck these hoes,1,201010101021010
All of a sudden craving the hell out of cookies,1,201010101021010
All of my bitches know they temporary,1,201010101021010
All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET,1,201010101021010
All people do in my house is bitch,1,201010101021010
All that but the bitch cant take a joke,1,201010101021010
All that x rays no wonder the bitch got two heads,1,201010101021010
All the Uchiha are   Sasuke is probably the biggest faggot of all time,1,201010101021010
All the bad bitches are in the gym between 1 u know why they aint got no job,1,201010101021010
All the bad bitches think they ugly and all the roach bitches think they bad,1,201010101021010
All the bitches happy maybe one of his female friends can find him a bitvj,1,201010101021010
All the bitches in Shameless are straight bugoutsss,1,201010101021010
All the coons use the same effect on their pictures,1,201010101021010
All the fine bitches i need yall to hit me up my guess the last ,1,201010101021010
All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up,1,201010101021010
All the hoes know who I rock wit ,1,201010101021010
All the hoes on LoveandHipHop going to prom ,1,201010101021010
All the pictures of the ex are gonetheres no pictures with the side hoe postedslides into his dms like,1,201010101021010
All the ratchet hoes on Cecil B,1,201010101021010
All the redskins act like te bitch the bitch,1,201010101021010
All the snacks in this bitch ,1,201010101021010
All the time lol   Lol ima hoe sometimes,1,201010101021010
All the work gone so we aint going nothin but fucking bitches in the trap,1,201010101021010
All them hoes crazy   Thick thighs  skinny waist  and natural beauty face ,1,201010101021010
All these 20 tweets are retarded most of these nig nogs havent even smoke a blnt ever,1,201010101021010
All these Hoes fuckin  But they dont wanna seem like a hoe you gotta hit them ona D LO ,1,201010101021010
All these afternoon groups are trash besides the Bubba Keegs and Furyk group,2,201010101021010
All these bitches amp niggas be Trippin offa what type of relationship me amp duddy got like we not fuccing no more amp we not dating,1,201010101021010
All these bitches know that youre my nigga ,1,201010101021010
All these bitches love Mosa sippin on the coca,1,201010101021010
All these bitches talk shit thats why bust em in they shit,1,201010101021010
All these bitches wanna be like Kim K and fuck their way into being rich but it dont work like that Get a degree amp work a desk job you hoe,1,201010101021010
All these bitches wanna fuck on a thug,1,201010101021010
All these bitches want love from scrappy ,1,201010101021010
All these break ups gon be a crazy hoe free agency this summer,1,201010101021010
All these faggot fell asleep on me,1,201010101021010
All these fuckin dudes do is bitch at the refsshut the fuck up and play,1,201010101021010
All these hoes fuckin Be Careful Just cos she look good dont mean shes good for you,1,201010101021010
All these hoes fucking but they dont want to seem like a hoe so you gotta hit em on the low,1,201010101021010
All these hoes say that wanna be cuffed bitch cuff this dick,1,201010101021010
All these hoes trife I can never cuff  Ive been hurt before so I can never give a fuck,1,201010101021010
All these hoes want boyfriends but the last thing I need is more ties,1,201010101021010
All these niggas with these  Love Quote Pages are some pussies Them niggas dont be living what they talking bout,1,201010101021010
All these ratchet bitches killin Gossip Girl,1,201010101021010
All these ratchet hoes be on tha same stuff ,1,201010101021010
All these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms amp aunt jamammis fakin da funk,1,201010101021010
All these touch screen phones and hoe u still got flipped,1,201010101021010
All theses hoes on me  they so phony ,1,201010101021010
All trash   Now thats a lot of stolen shoes,2,201010101021010
All yall bitches corny lol,1,201010101021010
All yall bitches dress alike wassup wit that ,1,201010101021010
All yall bitches fake an wanna bs get yall life,1,201010101021010
All you bitches can keep getting jealous I loveeee ittttt,1,201010101021010
All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu,1,201010101021010
All you bitches know youre trying to find yourself on the website who are you kidding lol,1,201010101021010
All you bitches thirsty hella worried about IG,1,201010101021010
All you gotta do is be funny witty and charming and the bitches will come to you naturally you aint even gotta do shit but be yourself,1,201010101021010
All you hoes are hoes for tweetin about ya panties bein wet,1,201010101021010
All you hoes middle name isnt Nicole  The jig is up,1,201010101021010
All you ladies pop your pussy like this,1,201010101021010
All you muzzy lovers need to do one thing Tell muzzies in the mideast to leave Israel alone Dont start no shit wont be no shit,0,201010101021010
All you ofay got left is da Oscars Better Enjoy dat before us colored folk get dat too,1,201010101021010
All you pussies is losers all my niggas is winnin,1,201010101021010
All you see is straight pussy in my iPhone,1,201010101021010
All your selfies are booty pics Cause bitch you always look like ass,1,201010101021010
Allergies aint bothered me all summer now all of a sudden in the middle of august shit is startin to get real Aint that about a bitch,1,201010101021010
Allergies have my eyes all red and chink eyed I look like Im stoned,1,201010101021010
Almost cussed dis bitch out at mcdonalds talmbout da register down so dey cant serve usumm bitch give us da food fa free den ,1,201010101021010
Almost done with this bitch ass room ,1,201010101021010
Almost everyone I met in was absolute trash And if they support a republican government I hope they fucking die,1,201010101021010
Almost forgot 000 tweets still no bitches,1,201010101021010
Almost got in a fight with a southwest faggot at the carnival lol,1,201010101021010
Almost got to see a white boy get beat around today but he ran like a bitch,0,201010101021010
Almost half of North American bird species threatened by climate change,2,201010101021010
Almost just said some bitch shit ,1,201010101021010
Almost quit today they had me fucked up False promises to get me to work harder thats some hoe shit,1,201010101021010
Aloha bitches minutes before I caught a ft,1,201010101021010
Alotta people say they loyal to they niggas and bitches  Yall aint shiiittt  Someone throw a few dollas in ya face youll be snitchn ,1,201010101021010
Already had to unfollow that bitch Annoying af,1,201010101021010
Already more yellows than the last years combined,0,201010101021010
Already scratched off mines   Paying for pussy still on my bucket list,1,201010101021010
Alright Vacarro you bitch,1,201010101021010
Alright ya faggots Lets just stop with all the SO and RT No one gives a fuck on what you think of other people Probably lying anyways,0,201010101021010
Alright your time is up   Cheesecake trash,1,201010101021010
Also love angry old Irish bartenders pussies have one beer and ask for a glass of water fuck them I ignore that shit,1,201010101021010
Also anyone who wants to bitch about the prices at Disney needs to check this out next time,1,201010101021010
Also it a hiccup to Jihadi propaganda they portray themselves as the only ones willing to die for their cause,2,201010101021010
Always a good sesh wit my niggah blakk,1,201010101021010
Always broke niccas how yu Robbin,1,201010101021010
Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed,2,201010101021010
Always wanted to fuck that bitch thank you god I fucked that bitch,1,201010101021010
Am I really going to sit here and cry like a bitch,1,201010101021010
Am I the only man without a fag hag I guess I am,1,201010101021010
Am I the only person that feels disrespected by the bird poop suddenly dropping on your front windowewww,2,201010101021010
Am I wrong fa laughin at dem niccas on st who be cryin n the interrogation room,1,201010101021010
Am ghetto,2,201010101021010
Am so high that birds and planes are my peers,2,201010101021010
Am sorry I cant stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls,1,201010101021010
Am zoneing they say Im possessed its a omen I keep like the Romans with bitches with the trojans I been a menace for the longest,1,201010101021010
Amanda Bynes is crazy idc what else yall wanna call it but da bitch been crazy,1,201010101021010
Amanda is a bitch omg I would beat her ass lol,1,201010101021010
Amazing You know what they say about birds of a feather,2,201010101021010
Amber Rose is one of those bad bitches who only get along with dudes,1,201010101021010
Amber wants a million Wiz just like Ok bitch I spend that on cars,1,201010101021010
Amennn  If your girlfriend doesnt like that bitch you dont talk to that bitch,1,201010101021010
America is white trash and so are all Americans,0,201010101021010
American culture is stuck to the side of the toilet Graffiti writers in Europe can create better art without any lowlife trash sex jokes,2,201010101021010
Amina ass Peter you just fucking the bitch I dont like her voice,1,201010101021010
Amo hangs,2,201010101021010
An awesome Friday Not a day for preweekend newsdumps anymore Another weekend to celebrate progress my fellow queer folk,1,201010101021010
An if u aint a hoe get up out my trap hoooouusssee,1,201010101021010
Anacortes bucks got racks like a black bitch dwammm,1,201010101021010
And I cant be known for fucking wit a trash bitch,1,201010101021010
And I lick it after you clean it  eat pussy like a dyke but I fuck like a demon ,1,201010101021010
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh,0,201010101021010
And I was like yeah bitch,1,201010101021010
And Im definitely top at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that,0,201010101021010
And Im out bout 50  These hoes be pimping me man ,1,201010101021010
And Im steady tellin dis bitch gtfo my face,1,201010101021010
And Ive had enough Unfollowing dat ass bitch,1,201010101021010
And a hoe gon be a hoe regardless,1,201010101021010
And bitch I aint bout to debate with Ya funky ass either,1,201010101021010
And by YALL I mean Whoever running back telling tunchi wtf Im doing thats not my nigga dog niggas nd bitches ,1,201010101021010
And da hoes   I kno u hear vodka n the background ,1,201010101021010
And dis nicca still rapping,1,201010101021010
And dis shit is for the birds,1,201010101021010
And dont come to my mf house honking ur damn horn Get tf out the car amp ring my bell bitch,1,201010101021010
And even if the sky come fallin bitch ima still be high I got faith in my weed man,1,201010101021010
And gabby was steady walking off laughing Im like bitch really   if she ever fall around me Ima get in my car and leave her there,1,201010101021010
And get my self a bad bitch thats loyal and one hunnid,1,201010101021010
And girl Ive been thinkin of ways thinkin of new ways to beat that pussy down ,1,201010101021010
And girl that pussy aint shit to me baby girl roll up and get high,1,201010101021010
And ha bitch break down my weed sometimes,1,201010101021010
And here standing in the red corner weighing lbs the pussy destroying champion of the world Adam nobodyknowshisrace smith,1,201010101021010
And honestly Im a social hoe Ill talk to any and everybody Nowhere in there did I said fuck suck and trap,1,201010101021010
And i aint neva gave a fucc about a bitch boy ,1,201010101021010
And i didnt wanna come off as a bitch so I took another hit now I think Im feeling to high,1,201010101021010
And if u aint a ho GET UP OUT MY TRAP HOUUUSE,1,201010101021010
And if yu ever need a shoulder to cry on I wont be there cus Im on my fuck that bitch shit,1,201010101021010
And ima dream about fat bitches stuck in a mini van on a hot summer day,1,201010101021010
And its always the black bitches thats constantly late AF for no reason Couldnt refuse the ladies in free til amp 1 shots,1,201010101021010
And its gotta be some ghetto fool ,2,201010101021010
And just like me that bitch loaded,1,201010101021010
And little bitch ass,1,201010101021010
And mad hoes you can ask Beavis I get nothing butthead,1,201010101021010
And my bitch gon blast and she got the ass like,1,201010101021010
And my mom was really getting me a car smh hoe f u for dat,1,201010101021010
And niccas are HOT if they paid bucks for that PayPerView,1,201010101021010
And now Jihadis bragging about a massive bombing in Sadr city in Baghdad,2,201010101021010
And now lookin ass niggas and lookin ass bitches will be the terms of  Will be overused amp abused in every fucking way,1,201010101021010
And of course some rascally on the radio is blaming the dead AZ firefighters on  Oy vey,2,201010101021010
And rememberalways be the person youre born to be You dont have to be queer to take something from that message,1,201010101021010
And since im gino marley my bitch just flew from Japan,1,201010101021010
And someone from my class is literally sitting across from me on the bus so I cant even call dad and bitch,1,201010101021010
And the Jew favorited my tweet though Lol Dont have anymore time for this trash,0,201010101021010
And them niggas pussiescameltoes ,1,201010101021010
And these hoes aint as good as they lookI need to take my own advice doee cause If that pusxy good then Im good ,1,201010101021010
And vice versa   10 he has hoes,1,201010101021010
And weres bitch boy ,1,201010101021010
And when I say DOH DOH DOH DOH bitch that be Kdot,1,201010101021010
And when bitches be like me and him against the world bitch dont nobody even know yall together  nobody hating,1,201010101021010
And where do you think unsold items from thrift stores go The garbage Think of all the great games that are in trash dumps as we speak,2,201010101021010
And you a bitch Even when you say you love me you a bitch I pray you crash like Caroline into a ditch,1,201010101021010
And you adopted bitch I dont give a fuck what kind of Mental illness they claimin imma kill ya,1,201010101021010
And you kno we the opposite of down bitch we up,1,201010101021010
And youre a bitch   youre a little fucking worm you know that,1,201010101021010
Angel stop rting that fugly bitch,1,201010101021010
AngloSan Mike Oz,2,201010101021010
Ankles   Hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles ,0,201010101021010
Annie You crazy hoe ,1,201010101021010
Annnnd youre a dyke ,1,201010101021010
Annoying yelling bint next door has locked herself out,2,201010101021010
Another bad bitch fuck her for a hour another cigarette another nut another shower,1,201010101021010
Another high point was a Hungarian calling me cheat fuck and cheat pussy for doing well,1,201010101021010
Another long mornin smhThank God a nicca out here to see it tho real shit,1,201010101021010
Another major development in the Jihadi circles Al Maqdisi hardcore jihadi theorist asks specifically for relief amp aid workers release,2,201010101021010
Another nigga hoe is another nigga problem been had hits,1,201010101021010
Another season of retweeting every one of s Yankee tweets ,2,201010101021010
Another woman aint gon keep me coming Girl these hoes aint got nothing on ya,1,201010101021010
Any bitch who show up Friday looking like the bitch from the ring Im punching straight in the face,1,201010101021010
Any dope nigga or pretty chick is gon have people wantin their attention Yall gotta grow up with that you got hoes shit,1,201010101021010
Any man even considering plastic surgery is gay gay gay imagine ya boy say Id get more hoes then u after I get these new lips ,1,201010101021010
Any nicca gettin it n da ass is a fag  Howw Please elain this twitter logic Im confused  ,1,201010101021010
Any person that puts anybody elses business out there for whatever reason is a bitch,1,201010101021010
Any pregnant bitches at centreville I should know about in about to move there next   Idk I dont go to cville,1,201010101021010
Any pussy I had I can get again,1,201010101021010
Any solution to ZOG which doesnt deal with demographics  only laws  is no solution,2,201010101021010
Any where the  at is where the pussy go,1,201010101021010
Anyone want some absolutely amazing and deliciously fresh perfect monkey bread ,2,201010101021010
Anyone want to share their thoughts on their mock draft Just kidding SHUT YOUR FILTHY DAMNED MOUTH YOU CLODS,1,201010101021010
Anyone who came to the US as an indentured servant is white trash,0,201010101021010
Anytime somebody say u wan hear a funny that shit gon be trash,1,201010101021010
Apaches MM rounds turn Jihadis into tomato soup,0,201010101021010
Apologizing in advance for my actions Im thee biggest bitch when Im studying ,1,201010101021010
Apolonia Gardner of Imperial CA misspells phalarope  a bird that resembles a sandpiper The dreaded schwa,2,201010101021010
Apparently I got chunky for my bday Worse bday present ever Lol,2,201010101021010
Apparently im a honky Pfft Like thats a bad thing,2,201010101021010
Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot,1,201010101021010
Apparently saying something nice to someone these days means youre trying to stick them with your poker Get over yourselves bitches,1,201010101021010
Apple need to add some colored emoji,2,201010101021010
Apple sauce bitch,1,201010101021010
Appropriately this guy wears the WV yellow Rick James on his face,2,201010101021010
Are pet guinea pig is about to die this fucking blows ,1,201010101021010
Are poor little guinea pig died,2,201010101021010
Are you nigguhs saying you want Donald trump as prez That nigguh dont understand real american struggles ,1,201010101021010
Are you single but your pussy is in a relationship,1,201010101021010
Are you tired of the mock drafts Lets just do this If Clowney is not the st pick who thinks Round becomes chaos,2,201010101021010
Arent these little border jumpers supposed to be in school,2,201010101021010
Argue to make up Not to break up amp get back together thats retarded in my eyes,1,201010101021010
Arguing over a bitch with a glued on butt,1,201010101021010
Arod like ugly bitches that like to fuck,1,201010101021010
Arroz con pollo,2,201010101021010
Arturo keeps calling me ghetto ,1,201010101021010
As Chanice say that I realize the coons move from drinking Moet to Belaire All yuh feel all yuh so fancy with all yuh 30 champagne eh,2,201010101021010
As I tweeted before any man telling me to go to the kitchen this season could tell his mom that father probably wouldnt of leftbitch,1,201010101021010
As a girlfriend Im NEVER getting close to my boyfriend friends  cause they can be telling me one thing  and telling these hoes another,1,201010101021010
As a girlfriend you gotta accept the fact hoes gone be all up in his face But as a boyfriend he better let them hoes know wassup,1,201010101021010
As a man  I feel like you a bitch if you living off a female  Havin her buy all yo shit fucc that never be dependent on someone,1,201010101021010
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves its gonna be a,0,201010101021010
As good as Percy Harvin and Peyton on the same team sound That so retarded lmao,1,201010101021010
As if it WASNT gon get Bacc to me  bitch your outta your fuccing mind,1,201010101021010
As long as you gon feed me pussy when I get the munchies ,1,201010101021010
As of today im cutting muthafuckas off bitchesniggas that never show love or just temporary people iont need um,1,201010101021010
As soon as a Democrat gets a chance to  the political hack goes to commercial then back with Bolton LMAO,2,201010101021010
As soon as a bitch think shit sweet Give em wat they been asking for,1,201010101021010
As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up ,1,201010101021010
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up Pisses me off,0,201010101021010
Asha had a little voice in my head telling me to fuck with these hoes Wasnt kendra ,1,201010101021010
Asha my bitch doe ,1,201010101021010
Ask a bitch in if she would rather have JESUS than silver amp gold I bet u she tell a lie,1,201010101021010
Ask around n the streets bitch bout Jay,1,201010101021010
Ask the governor how we are supposed to pay for this Typical mentality Government is EVIL until we need them LOL,2,201010101021010
Ask tht bitch when she gon let a yung nigga blast tht ass,1,201010101021010
Ask your bitch about me she turns into dori ,1,201010101021010
At 0 Good luck Nh nh   Im 0  One of you bitches better reproduce with me I can give you an athlete,1,201010101021010
At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out ,1,201010101021010
At a point where Ive got to make a tough life decision Ice black translucent sole or solid black sole on my KD VIs Blk or orange airbag,2,201010101021010
At all my ritz crackers Idk what to do with myself anymore,2,201010101021010
At least ima a faithful bitch ,1,201010101021010
At pussy cat lounge killin it with my girlz and,2,201010101021010
At the MLK march tryna find a man bitch we see U,1,201010101021010
At the Mexican laundry mat and its PACKED denna hoe,1,201010101021010
At the bar in downey wit my uncle this niggah faded hopefully he doesnt get us into a fight lmao,1,201010101021010
At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry ,1,201010101021010
At the end of the day seniors still love that young fresh pussy from west case closed,1,201010101021010
At this rate Id cheer for the awful New York Yankees over the St Louis Cardinals,2,201010101021010
At work but wish I was floating in my ft on sale at Walmart redneck pool that my husband probably hasnt cleaned since last weekend,2,201010101021010
Ate the receivers really fast or is pass coverage trash,2,201010101021010
Attention one and all just motoroboated my knees Someone get this jiggaboo some water She ,1,201010101021010
Auburnnn hoe,1,201010101021010
Audio Happy Valentines Day bitches Now play this while you get laid,1,201010101021010
August alsina  ghetto ,1,201010101021010
Austin is a funny niggah,1,201010101021010
Autocorrect makes my hows life change to hoes life What the duck,1,201010101021010
Average is basic and basic is trash ,2,201010101021010
Aw man that bitch she go hard Put it on me Im like Oh Lord No panties baby no bra ,1,201010101021010
Awe did I cut you off and make you mad Thats too dam bad shoulda been going the fucking speed limit bitch,1,201010101021010
Awk U dont like your own nephew  cousins bc our race LMAO broke ugly bitches fuck them we dont need them,0,201010101021010
Awwwwww   That aint my hoe,1,201010101021010
Awwwwww they no Kaep aint rape no bitch,1,201010101021010
Ay cuh its HOT AF  Im finna go buy yo bitch some ice cream  Lol,1,201010101021010
Ay fuck wieners remember to eat before you drink and remember to drink water while youre drinking and also to go eat shit you pussy head,1,201010101021010
Ay what are some good barsclubs to hit up in Denver Should be up there Saturday night to coon out,2,201010101021010
Ay yall heard that Rich Gang tape thou That bitch on Flame,1,201010101021010
Aye a nicca is tired tho,2,201010101021010
Aye its a lot of niggas out here that cant fuck a bad bitch unless they get her drunk smh,1,201010101021010
Aye my NIGHA  Gone let ya bitch fuck wit my team donjuuuan,1,201010101021010
Aye the part be treating the bitches too good ,1,201010101021010
Aye we all needa keep are heads up high who cares if we lost we all went and tried our best amputh is a bunch of trash talking pussys  ,1,201010101021010
Aye Mcdonaldss got a fire ass frozen strawberry lemonade This bitch so wet,1,201010101021010
Ayee hoe,1,201010101021010
Ayo I jus had a mini heart attack behind the wheelnorth Philly n fire crackers dont mix I,2,201010101021010
Ayo twat boy I gotta new phone give me yo jack now,1,201010101021010
Ayo why da hell aint nobody hip me to these niccas ,1,201010101021010
Ayo unblock me so i ca tell you how garbage yo bitch ass playing,1,201010101021010
Ayy Carlton is a ghetto school now,0,201010101021010
Ayy yo my nigga be all up on dapussy not lettin dat muafucka breathe,1,201010101021010
Ayyyyy Im sipping on a free slurpee and seeing The Front Bottoms tonight Im a happy clam,2,201010101021010
BASICALLY   right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers,2,201010101021010
BC yall hoes,1,201010101021010
BF I think we need some pet insurance GF LMAO why what for BF Because Im destroying your pussy everyday,1,201010101021010
BITCH   Stop thinking ur entitled to politically correct responsesbitch,1,201010101021010
BREATHE   You are going to kill yourself if you dont EXHALE   Killin you hoes ,1,201010101021010
BROS BEFORE HOS  and there I was with my bros without any hos,1,201010101021010
BRUH lmaoo  Them hoes was nasty but I kept eating them  What the fuck happened to these ,1,201010101021010
BRUH   Them ugly hoes say a nigga arrogant,1,201010101021010
Baby I can make that pussy raaain OFTEN,1,201010101021010
Baby I can make that pussy rain often,1,201010101021010
Baby I can make that pussy rain Often,1,201010101021010
Baby Ill whisper Vietnamese to you all soft like ching chong ting o long,2,201010101021010
Baby girl your pussy looking so vacant,1,201010101021010
Baby moanin  got me zonenn  I want this bitch next me  pussy like ecstasy  ,1,201010101021010
Baby pussy cant be your only hustle Unless u bad as Naomi RussellI mean a lot of ppl got moneySo basically Russell aint the only Russell,1,201010101021010
Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,1,201010101021010
Back me and used to have to stiffarm bitches that kept tryna steal our fitteds,1,201010101021010
Back in America and Ive become a basic bitch again,1,201010101021010
Back in this bitch again,1,201010101021010
Backdoor is open them hoes will let you fuck em in the ass Usually an extra charge plus the rate you agreed upon,1,201010101021010
Bad Asian bitch yea she look just like Kemora,1,201010101021010
Bad bitch contest you in first place ,1,201010101021010
Bad bitch give good head dumb bitch get hood rich,1,201010101021010
Bad bitch good head I think she ah keeper ,1,201010101021010
Bad bitch,1,201010101021010
Bad bitch on my line tryna give me brains,1,201010101021010
Bad bitch pussy aquafina call her Crystalina,1,201010101021010
Bad bitch selling molly I might take one,1,201010101021010
Bad bitch with me and you kno that her ass is fat,1,201010101021010
Bad bitch chest outno wonder why Miss Righteous keeps on getting left out,1,201010101021010
Bad bitches aint cheap,1,201010101021010
Bad bitches aint cheap better pass her if u broke ,1,201010101021010
Bad bitches an good weed,1,201010101021010
Bad bitches and good weed,1,201010101021010
Bad bitches be all ova me  Besides pussy what could you offer me ,1,201010101021010
Bad bitches every where,1,201010101021010
Bad bitches from Oakland she could beeee a model,1,201010101021010
Bad bitches hate broke niggaz,1,201010101021010
Bad bitches in dirty ass houses ltltlt,1,201010101021010
Bad bitches in the pen make my toes curl,1,201010101021010
Bad bitches is the only thing I like,1,201010101021010
Bad bitches is the only thing that I like,1,201010101021010
Bad bitches is the only thing that I like this Saturday,1,201010101021010
Bad bitches is the only thing that i like,1,201010101021010
Bad bitches is the only thing that like,1,201010101021010
Bad bitches only,1,201010101021010
Bad bitches only ,1,201010101021010
Bad blood in the camp amp if its bout a bitch just know I dont respect it homie,1,201010101021010
Bad chicks send em in Basic hoes toss em out cant even get Waffle House Hating niggas chalk em out gone get the coffin out,1,201010101021010
Bad foreign bitch she a walkin Ferrari,1,201010101021010
Bad lil bitch aint never seen her,1,201010101021010
Bad lil short fine bitch lil petite sumn,1,201010101021010
Bae gotta bitch  whoops ,1,201010101021010
Bae juss the new side bitch lingo u aint special hoe,1,201010101021010
Bae made me deep fried Oreos ,1,201010101021010
Bags Bags thats that bag money trash bag black and its filled up with money,2,201010101021010
Bahaha omg  this bitch is crazyyy ,1,201010101021010
Baked Montreal chicken cheesy brussels sprouts garlic butter triple cheddar amp chives yellow mashed,2,201010101021010
Bald head bitches think its their time to prosper ,0,201010101021010
Ball is life No bitch bench is life ,1,201010101021010
Bands will make her dance  stamps will make her twerk  If Romney becomes president  these hoes will have to work,1,201010101021010
Bang bitch you think Im strange bitch Its bananas like a fucking rangatang bitch,1,201010101021010
Bank robber who wore zebraprint dress arrested police say,2,201010101021010
Barkley is trash,2,201010101021010
Barrys whitey brownshirts run wild in Oakland Following the lead of NWA punks chant F the police,2,201010101021010
Barrys hoe Michelle is walking in now Ugly beast she is,1,201010101021010
Baseball isnt the same without the Yankees in the playoffs amp basketball isnt the same without the Lakers in em,2,201010101021010
Baseball w for her birthday for some reason Lol  Yankee Stadium on,2,201010101021010
Basic bitch no chill ,1,201010101021010
Basic bitches amp lame niggas lt,1,201010101021010
Basic bitches everywhere,1,201010101021010
Basic niggah in his basic clothing,1,201010101021010
Basically saying that the pound doesnt belong to us and its English Greedy cunts,1,201010101021010
Basically sojust do you shrugs   So if youre worried about being a ho or looking like one good luck,1,201010101021010
Bathing Sphere Suspended Orb Tub Not for Shy People and yet,2,201010101021010
Bbl gonna go sob over gay bird babies,1,201010101021010
Bc I got too many bitches ,1,201010101021010
Be a dog to these bitches bt be a KING TO YA QUEEN ,1,201010101021010
